id,DRAFTID,CombineID,Year,Name,FirstName,LastName,Position,HeightInchesTotal,HeightFeet,HeightInches,Weight(LBS),ArmLength(Inches),HandsSize(Inches),FortyYardDash,TwentyYardDashSplit,TenYardDashSplit,TwentyYardShuttle,ThreeConeDrill,VerticalJump,BroadJump,BenchPressReps,DraftRound,College,PickRound,PickTotal,Wonderlic
12883,1999367,ChrisWatson19993,1999,Chris Watson,Chris,Watson,CB,73,6,1,191,,,4.34,,,3.86,,37,124,18,3,Eastern Illinois,6,67,
13130,19994101,JoeGermaine19994,1999,Joe Germaine,Joe,Germaine,QB,73,6,1,211,,,4.83,,,4.21,,32,105,,4,Ohio State,6,101,25
12912,19995139,AdrianDingle19995,1999,Adrian Dingle,Adrian,Dingle,DE,75,6,3,290,,,4.94,,,4.4,,33,112,20,5,Clemson,6,139,
12911,19996175,RobertDaniel19996,1999,Robert Daniel,Robert,Daniel,DE,78,6,6,281,,,5.04,,,4.86,,28.5,110,24,6,Northwestern State,6,175,
12879,199917,ChampBailey19991,1999,Champ Bailey,Champ,Bailey,CB,73,6,1,184,,,4.28,,,3.79,,37,121,,1,Georgia,7,7,
12923,1999238,MikeRucker19992,1999,Mike Rucker,Mike,Rucker,DE,77,6,5,260,,,4.85,,,4.33,,33.5,115,17,2,Nebraska,7,38,
13172,1999368,RichCoady19993,1999,Rich Coady,Rich,Coady,SS,73,6,1,210,,,4.55,,,3.88,,36,119,20,3,Texas A&M,7,68,
13215,19994102,DameaneDouglas19994,1999,Dameane Douglas,Dameane,Douglas,WR,73,6,1,201,,,4.64,,,4.36,,31.5,119,,4,California,7,102,
13115,19995140,FloydWedderburn19995,1999,Floyd Wedderburn,Floyd,Wedderburn,OT,77,6,5,334,,,5.51,,,5.26,,24.5,86,20,5,Penn State,7,140,
12901,19996176,LionelBarnes19996,1999,Lionel Barnes,Lionel,Barnes,DE,77,6,5,264,,,5,,,4.52,,34,112,24,6,Louisiana-Monroe,7,176,
13208,199918,DavidBoston19991,1999,David Boston,David,Boston,WR,73,6,1,215,,,4.47,,,4.09,,37,116,,1,Ohio State,8,8,
13190,1999369,SteveHeiden19993,1999,Steve Heiden,Steve,Heiden,TE,77,6,5,260,,,4.84,,,4.11,,32,121,26,3,South Dakota State,8,69,
13155,19994103,SedrickIrvin19994,1999,Sedrick Irvin,Sedrick,Irvin,RB,71,5,11,223,,,4.58,,,,,35,117,20,4,Michigan State,8,103,
12938,19997214,AntonioDingle19997,1999,Antonio Dingle,Antonio,Dingle,DT,74,6,2,320,,,5.26,,,4.85,,31,102,22,7,Virginia,8,214,
12993,199919,ChrisClaiborne19991,1999,Chris Claiborne,Chris,Claiborne,ILB,75,6,3,248,,,4.63,,,4.37,,34,116,16,1,USC,9,9,
12905,1999240,TonyBryant19992,1999,Tony Bryant,Tony,Bryant,DE,76,6,4,273,,,4.85,,,4.57,,34.5,111,16,2,Florida State,9,40,
12937,1999370,JaredDeVries19993,1999,Jared DeVries,Jared,DeVries,DT,76,6,4,279,,,4.97,,,4.14,,32.5,111,24,3,Iowa,9,70,
12985,19994104,JasonPerry19994,1999,Jason Perry,Jason,Perry,FS,73,6,1,200,,,4.58,,,4.23,,36.5,124,17,4,North Carolina State,9,104,
13068,19995142,BryanJones19995,1999,Bryan Jones,Bryan,Jones,OLB,76,6,4,210,,,4.61,,,4.28,,35,118,12,5,Oregon State,9,142,
12921,19997215,MikePringley19997,1999,Mike Pringley,Mike,Pringley,DE,76,6,4,268,,,4.91,,,4.39,,,111,22,7,North Carolina,9,215,
12882,1999110,ChrisMcAlister19991,1999,Chris McAlister,Chris,McAlister,CB,73,6,1,205,,,4.53,,,4.08,,38,121,,1,Arizona,10,10,
12888,1999241,DreBly19992,1999,Dre Bly,Dre,Bly,CB,70,5,10,186,,,4.51,,,4.09,,34.5,116,,2,North Carolina,10,41,
13207,1999371,DWayneBates19993,1999,DWayne Bates,DWayne,Bates,WR,74,6,2,215,,,4.59,,,4.24,,37,117,,3,Northwestern,10,71,
13246,19994105,BrandonStokley19994,1999,Brandon Stokley,Brandon,Stokley,WR,73,6,1,197,,,4.49,,,4.01,,35.5,118,,4,Louisiana-Lafayette,10,105,
13060,19995143,JerryWisne19995,1999,Jerry Wisne,Jerry,Wisne,OG,79,6,7,306,,,5.24,,,4.61,,28,100,30,5,Notre Dame,10,143,
13185,19996179,DesmondClark19996,1999,Desmond Clark,Desmond,Clark,TE,75,6,3,255,,,4.86,,,4.35,,31,113,12,6,Wake Forest,10,179,
13125,1999111,DaunteCulpepper19991,1999,Daunte Culpepper,Daunte,Culpepper,QB,76,6,4,255,,,4.52,,,4.13,,39,122,,1,UCF,11,11,18
13194,1999242,ReggieKelly19992,1999,Reggie Kelly,Reggie,Kelly,TE,76,6,4,254,,,4.86,,,,,32,,24,2,Mississippi State,11,42,
13027,1999372,GreyRuegamer19993,1999,Grey Ruegamer,Grey,Ruegamer,OC,77,6,5,315,,,5.34,,,4.68,,27.5,94,18,3,Arizona State,11,72,
13067,19994106,WarrickHoldman19994,1999,Warrick Holdman,Warrick,Holdman,OLB,74,6,2,233,,,4.69,,,4.06,,35,123,16,4,Texas A&M,11,106,
13011,19995144,KhariSamuel19995,1999,Khari Samuel,Khari,Samuel,ILB,75,6,3,242,,,4.84,,,4.34,,35,118,24,5,Massachusetts,11,144,
12991,19996180,MarcusWashington19996,1999,Marcus Washington,Marcus,Washington,FS,74,6,2,219,,,4.54,,,4.44,,37,117,16,6,Colorado,11,180,
13138,1999112,CadeMcNown19991,1999,Cade McNown,Cade,McNown,QB,73,6,1,213,,,4.73,,,4.28,,33.5,113,,1,UCLA,12,12,28
12970,1999243,RobKonrad19992,1999,Rob Konrad,Rob,Konrad,FB,75,6,3,251,,,4.62,,,,,36,113,21,2,Syracuse,12,43,
13080,1999373,JoeyPorter19993,1999,Joey Porter,Joey,Porter,OLB,75,6,3,241,,,4.68,,,4.41,,39,124,27,3,Colorado State,12,73,
13057,19995145,CameronSpikes19995,1999,Cameron Spikes,Cameron,Spikes,OG,75,6,3,314,,,5,,,4.36,,32.5,117,23,5,Texas A&M,12,145,
13233,19997218,BillyMiller19997,1999,Billy Miller,Billy,Miller,WR,75,6,3,215,,,4.63,,,4.28,,34.5,114,,7,USC,12,218,
13216,1999113,TroyEdwards19991,1999,Troy Edwards,Troy,Edwards,WR,70,5,10,191,,,4.57,,,4.16,,36.5,118,,1,Louisiana Tech,13,13,
13195,1999244,JimKleinsasser19992,1999,Jim Kleinsasser,Jim,Kleinsasser,TE,75,6,3,272,,,4.79,,,4.33,,34.5,114,18,2,North Dakota,13,44,
13092,1999374,KrisFarris19993,1999,Kris Farris,Kris,Farris,OT,80,6,8,313,,,5.12,,,4.76,,24,95,20,3,UCLA,13,74,
13238,19994108,LarryParker19994,1999,Larry Parker,Larry,Parker,WR,73,6,1,200,,,4.46,2.54,1.54,,,35.5,118,,4,USC,13,108,
12992,19995146,EricBarton19995,1999,Eric Barton,Eric,Barton,ILB,75,6,3,247,,,4.68,,,4.32,,32,112,20,5,Maryland,13,146,
12950,19996182,EmarlosLeroy19996,1999,Emarlos Leroy,Emarlos,Leroy,DT,74,6,2,306,,,5.09,,,,,,,31,6,Georgia,13,182,
13071,19997219,ChadKelsay19997,1999,Chad Kelsay,Chad,Kelsay,OLB,75,6,3,254,,,4.94,,,4.3,,35.5,116,22,7,Nebraska,13,219,
13112,1999114,JohnTait19991,1999,John Tait,John,Tait,OT,78,6,6,310,,,5.24,,,4.4,,29.5,107,26,1,Brigham Young,14,14,
13061,1999245,RahimAbdullah19992,1999,Rahim Abdullah,Rahim,Abdullah,OLB,77,6,5,244,,,4.85,,,4.36,,34,118,17,2,Clemson,14,45,
13084,1999375,GaryStills19993,1999,Gary Stills,Gary,Stills,OLB,74,6,2,238,,,4.75,,,4.28,,31.5,116,23,3,West Virginia,14,75,
12926,19994109,AaronSmith19994,1999,Aaron Smith,Aaron,Smith,DE,77,6,5,279,,,5.06,,,4.34,,29.5,110,19,4,Northern Colorado,14,109,27
13142,19995147,JerryAzumah19995,1999,Jerry Azumah,Jerry,Azumah,RB,70,5,10,195,,,4.48,,,3.86,,43.5,132,15,5,New Hampshire,14,147,
13047,19997220,EricKing19997,1999,Eric King,Eric,King,OG,77,6,5,290,,,5.1,,,4.36,,27,105,27,7,Richmond,14,220,
12951,1999115,AnthonyMcFarland19991,1999,Anthony McFarland,Anthony,McFarland,DT,73,6,1,299,,,4.85,,,4.28,,28.5,120,25,1,LSU,15,15,
13149,1999246,KevinFaulk19992,1999,Kevin Faulk,Kevin,Faulk,RB,68,5,8,205,,,4.57,,,4.09,,34,114,,2,LSU,15,46,
13181,1999376,MarquisSmith19993,1999,Marquis Smith,Marquis,Smith,SS,75,6,3,218,,,4.6,,,4.12,,39.5,133,,3,California,15,76,
12986,19994110,PiersonPrioleau19994,1999,Pierson Prioleau,Pierson,Prioleau,FS,70,5,10,191,,,4.55,,,3.97,,42,134,18,4,Virginia Tech,15,110,
13212,19995148,DarrinChiaverini19995,1999,Darrin Chiaverini,Darrin,Chiaverini,WR,73,6,1,212,,,4.53,,,4.16,,33,112,,5,Colorado,15,148,
12977,19996184,RashardCook19996,1999,Rashard Cook,Rashard,Cook,FS,71,5,11,197,,,4.77,,,4.3,,36,122,13,6,USC,15,184,
13070,1999116,JevonKearse19991,1999,Jevon Kearse,Jevon,Kearse,OLB,77,6,5,262,,,4.58,,,4.24,,37,122,,1,Florida,16,16,
12891,1999247,FredVinson19992,1999,Fred Vinson,Fred,Vinson,CB,71,5,11,177,,,4.39,,,4.17,,36,121,14,2,Vanderbilt,16,47,
13132,1999377,BrockHuard19993,1999,Brock Huard,Brock,Huard,QB,77,6,5,227,,,5.12,,,4.44,,30.5,107,,3,Washington,16,77,25
12910,19994111,RoseveltColvin19994,1999,Rosevelt Colvin,Rosevelt,Colvin,DE,75,6,3,256,,,4.92,,,4.19,,36.5,119,,4,Purdue,16,111,
12924,19996185,TalanceSawyer19996,1999,Talance Sawyer,Talance,Sawyer,DE,74,6,2,268,,,4.89,,,4.35,,31.5,112,23,6,UNLV,16,185,
13065,19997222,PhilGlover19997,1999,Phil Glover,Phil,Glover,OLB,73,6,1,239,,,4.69,,,4.36,,36.5,121,26,7,Utah,16,222,
13031,1999117,DamienWoody19991,1999,Damien Woody,Damien,Woody,OC,75,6,3,328,,,5.14,,,4.99,,28.5,100,26,1,Boston College,17,17,
12936,1999248,RussellDavis19992,1999,Russell Davis,Russell,Davis,DT,76,6,4,294,,,4.95,,,4.56,,27.5,104,27,2,North Carolina,17,48,
13074,19995150,JohnMcLaughlin19995,1999,John McLaughlin,John,McLaughlin,OLB,75,6,3,247,,,4.67,,,4.14,,31.5,107,18,5,California,17,150,
13220,19996186,DarranHall19996,1999,Darran Hall,Darran,Hall,WR,69,5,9,168,,,4.45,,,4.33,,34,115,,6,Colorado State,17,186,
13118,19997223,RyanYoung19997,1999,Ryan Young,Ryan,Young,OT,78,6,6,335,,,5.57,,,,,,,20,7,Kansas State,17,223,
13111,1999118,MattStinchcomb19991,1999,Matt Stinchcomb,Matt,Stinchcomb,OT,78,6,6,306,,,5.12,,,4.54,,29,105,29,1,Georgia,18,18,
13160,1999249,JoeMontgomery19992,1999,Joe Montgomery,Joe,Montgomery,RB,71,5,11,227,,,4.63,,,4.22,,,,,2,Ohio State,18,49,
13184,1999379,DanCampbell19993,1999,Dan Campbell,Dan,Campbell,TE,77,6,5,263,,,4.85,,,4.07,,36,121,25,3,Texas A&M,18,79,
12981,19994113,DexterJackson19994,1999,Dexter Jackson,Dexter,Jackson,FS,73,6,1,196,,,4.61,,,4.06,,36,117,16,4,Florida State,18,113,
13126,19995151,KevinDaft19995,1999,Kevin Daft,Kevin,Daft,QB,74,6,2,203,,,4.85,,,4.37,,32.5,114,,5,UC Davis,18,151,32
13104,1999119,LukePetitgout19991,1999,Luke Petitgout,Luke,Petitgout,OT,78,6,6,315,,,5.21,,,4.48,,29,102,33,1,Notre Dame,19,19,
13133,1999250,ShaunKing19992,1999,Shaun King,Shaun,King,QB,73,6,1,221,,,4.77,,,4.29,,33,113,,2,Tulane,19,50,25
12990,19994114,BradWare19994,1999,Brad Ware,Brad,Ware,FS,74,6,2,207,,,4.55,,,4.25,,37,118,18,4,Auburn,19,114,
12962,19996188,DarenYancey19996,1999,Daren Yancey,Daren,Yancey,DT,78,6,6,303,,,5.13,,,,,26.5,97,,6,Brigham Young,19,188,
12943,19997225,RyanHale19997,1999,Ryan Hale,Ryan,Hale,DT,76,6,4,295,,,5.18,,,4.38,,30.5,104,8,7,Arkansas,19,225,
12913,1999120,EbenezerEkuban19991,1999,Ebenezer Ekuban,Ebenezer,Ekuban,DE,76,6,4,281,,,4.7,,,4.39,,32,112,,1,North Carolina,20,20,
13010,1999251,JohnnyRutledge19992,1999,Johnny Rutledge,Johnny,Rutledge,ILB,74,6,2,245,,,4.63,,,4.21,,33,115,18,2,Florida,20,51,
13105,1999381,ZachPiller19993,1999,Zach Piller,Zach,Piller,OT,77,6,5,331,,,5.19,,,4.68,,26.5,100,40,3,Florida,20,81,
12907,19994115,AntonioCochran19994,1999,Antonio Cochran,Antonio,Cochran,DE,76,6,4,297,,,5.12,,,4.55,,33,112,19,4,Georgia,20,115,
13045,19997226,RobertHunt19997,1999,Robert Hunt,Robert,Hunt,OG,75,6,3,291,,,5.17,,,4.66,,24,94,23,7,Virginia,20,226,
13110,1999121,L.J.Shelton19991,1999,L.J. Shelton,L.J.,Shelton,OT,78,6,6,341,,,5.44,,,4.77,,29.5,100,22,1,Eastern Michigan,21,21,
12959,1999252,JohnThornton19992,1999,John Thornton,John,Thornton,DT,75,6,3,299,,,5,,,4.46,,32,111,26,2,West Virginia,21,52,
13205,1999382,KarstenBailey19993,1999,Karsten Bailey,Karsten,Bailey,WR,73,6,1,205,,,4.33,,,3.99,,40,121,,3,Auburn,21,82,
12972,19994116,JoelMakovicka19994,1999,Joel Makovicka,Joel,Makovicka,FB,71,5,11,245,,,4.81,,,4.05,,32.5,106,18,4,Nebraska,21,116,
13093,19995154,DerrickFletcher19995,1999,Derrick Fletcher,Derrick,Fletcher,OT,78,6,6,374,,,5.2,,,,,,,27,5,Baylor,21,154,
12893,19996190,JacobyRhinehart19996,1999,Jacoby Rhinehart,Jacoby,Rhinehart,CB,71,5,11,187,,,4.61,,,4.11,,34,122,,6,Southern Methodist,21,190,
13120,19997227,MichaelBishop19997,1999,Michael Bishop,Michael,Bishop,QB,73,6,1,205,,,4.85,,,4.62,,33,113,,7,Kansas State,21,227,10
12917,1999122,LamarKing19991,1999,Lamar King,Lamar,King,DE,75,6,3,299,,,4.77,,,4.28,,30,108,22,1,Saginaw Valley,22,22,
13240,1999253,PeerlessPrice19992,1999,Peerless Price,Peerless,Price,WR,71,5,11,180,,,4.55,,,4.09,,35,116,,2,Tennessee,22,53,
12887,19994117,DonaldMitchell19994,1999,Donald Mitchell,Donald,Mitchell,CB,70,5,10,187,,,4.47,,,4.08,,37,121,24,4,Southern Methodist,22,117,
13177,19995155,ParisJohnson19995,1999,Paris Johnson,Paris,Johnson,SS,74,6,2,207,,,4.71,,,4.32,,35,117,16,5,Miami (OH),22,155,
13187,19996191,JamesDearth19996,1999,James Dearth,James,Dearth,TE,76,6,4,273,,,5.01,,,4.57,,29.5,112,25,6,Tarleton State,22,191,
12878,1999123,AntoineWinfield19991,1999,Antoine Winfield,Antoine,Winfield,CB,69,5,9,176,,,4.41,,,3.95,,37,122,,1,Ohio State,23,23,
13146,1999254,MikeCloud19992,1999,Mike Cloud,Mike,Cloud,RB,71,5,11,200,,,4.56,,,4.16,,38.5,117,17,2,Boston College,23,54,
13230,19994118,WaneMcGarity19994,1999,Wane McGarity,Wane,McGarity,WR,68,5,8,194,,,4.5,,,4.36,,33,114,,4,Texas,23,118,
12995,19995156,JayForeman19995,1999,Jay Foreman,Jay,Foreman,ILB,73,6,1,241,,,4.66,,,4.16,,36,117,20,5,Nebraska,23,156,
13197,19997229,MikeLucky19997,1999,Mike Lucky,Mike,Lucky,TE,79,6,7,269,,,4.95,,,4.38,,29,108,,7,Arizona,23,229,
12952,1999124,ReggieMcGrew19991,1999,Reggie McGrew,Reggie,McGrew,DT,74,6,2,307,,,5.05,,,4.34,,,,30,1,Florida,24,24,
13103,1999255,SolomonPage19992,1999,Solomon Page,Solomon,Page,OT,77,6,5,306,,,5.24,,,,,31.5,106,24,2,West Virginia,24,55,
13006,1999385,DatNguyen19993,1999,Dat Nguyen,Dat,Nguyen,ILB,71,5,11,234,,,4.74,,,,,,,19,3,Texas A&M,24,85,
13005,19994119,KeithNewman19994,1999,Keith Newman,Keith,Newman,ILB,75,6,3,239,,,4.78,,,4.37,,32,111,18,4,North Carolina,24,119,
12969,19995157,TerryJackson19995,1999,Terry Jackson,Terry,Jackson,FB,71,5,11,222,,,4.71,,,4.21,,32.5,112,26,5,Florida,24,157,
13225,19996193,MarTayJenkins19996,1999,MarTay Jenkins,MarTay,Jenkins,WR,73,6,1,203,,,4.51,,,4.18,,39.5,118,,6,Nebraska-Omaha,24,193,
13191,19997230,SheldonJackson19997,1999,Sheldon Jackson,Sheldon,Jackson,TE,75,6,3,243,,,4.82,,,4.47,,30.5,105,14,7,Nebraska,24,230,
13173,1999125,AntuanEdwards19991,1999,Antuan Edwards,Antuan,Edwards,SS,73,6,1,210,,,4.46,,,3.96,,38,123,,1,Clemson,25,25,
12956,1999256,LarrySmith19992,1999,Larry Smith,Larry,Smith,DT,77,6,5,288,,,5.12,,,4.39,,30,111,22,2,Florida State,25,56,
12963,1999386,ShawnBryson19993,1999,Shawn Bryson,Shawn,Bryson,FB,73,6,1,235,,,4.63,,,,,38.5,128,18,3,Tennessee,25,86,
12903,19995158,DavidBowens19995,1999,David Bowens,David,Bowens,DE,75,6,3,255,,,4.85,,,4.38,,31,112,,5,Western Illinois,25,158,
13176,19996194,ArmonHatcher19996,1999,Armon Hatcher,Armon,Hatcher,SS,73,6,1,215,,,4.58,,,4.2,,36,122,,6,Oregon State,25,194,
12890,1999126,FernandoBryant19991,1999,Fernando Bryant,Fernando,Bryant,CB,70,5,10,183,,,4.5,,,4.06,,35.5,115,,1,Alabama,26,26,
13058,1999257,RandyThomas19992,1999,Randy Thomas,Randy,Thomas,OG,76,6,4,306,,,5,,,4.66,,31,107,31,2,Mississippi State,26,57,
12984,1999387,MikeMcKenzie19993,1999,Mike McKenzie,Mike,McKenzie,FS,73,6,1,191,,,4.58,,,4.11,,34,115,,3,Memphis,26,87,
12949,19994121,KevinLandolt19994,1999,Kevin Landolt,Kevin,Landolt,DT,77,6,5,298,,,5.15,,,4.27,,27,111,17,4,West Virginia,26,121,
13161,19995159,DeMondParker19995,1999,DeMond Parker,DeMond,Parker,RB,70,5,10,189,,,4.49,,,4.16,,41.5,120,13,5,Oklahoma,26,159,
13095,1999127,AaronGibson19991,1999,Aaron Gibson,Aaron,Gibson,OT,78,6,6,386,,,5.35,,,4.54,,24,111,31,1,Wisconsin,27,27,
12922,1999258,MontaeReagor19992,1999,Montae Reagor,Montae,Reagor,DE,74,6,2,263,,,4.84,,,4.23,,34.5,108,20,2,Texas Tech,27,58,
13036,1999388,AnthonyCesario19993,1999,Anthony Cesario,Anthony,Cesario,OG,78,6,6,312,,,5.29,,,,,26.5,103,,3,Colorado State,27,88,
12895,19995160,JasonCraft19995,1999,Jason Craft,Jason,Craft,CB,70,5,10,178,,,4.52,,,4.2,,37.5,113,14,5,Colorado State,27,160,
13234,19996196,DeeMiller19996,1999,Dee Miller,Dee,Miller,WR,73,6,1,199,,,4.51,,,4.31,,33.5,,,6,Ohio State,27,196,
13148,19997233,AutryDenson19997,1999,Autry Denson,Autry,Denson,RB,70,5,10,197,,,4.67,,,4.15,,31,116,20,7,Notre Dame,27,233,
13002,1999128,AndyKatzenmoyer19991,1999,Andy Katzenmoyer,Andy,Katzenmoyer,ILB,75,6,3,258,,,4.68,,,,,,,23,1,Ohio State,28,28,
13180,1999259,ScottShields19992,1999,Scott Shields,Scott,Shields,SS,76,6,4,228,,,4.55,,,4.06,,35,123,23,2,Weber State,28,59,
13078,1999389,ChikeOkeafor19993,1999,Chike Okeafor,Chike,Okeafor,OLB,77,6,5,254,,,4.74,,,4.2,,36.5,118,17,3,Purdue,28,89,
12961,19994123,JasonWiltz19994,1999,Jason Wiltz,Jason,Wiltz,DT,76,6,4,308,,,5.31,,,4.51,,27.5,101,,4,Nebraska,28,123,
13043,19995161,TyroneHopson19995,1999,Tyrone Hopson,Tyrone,Hopson,OG,75,6,3,319,,,5.21,,,4.62,,26,102,20,5,Eastern Kentucky,28,161,
13075,19997234,KoryMinor19997,1999,Kory Minor,Kory,Minor,OLB,73,6,1,244,,,4.72,,,4.27,,31,112,,7,Notre Dame,28,234,
12929,1999129,DimitriusUnderwood19991,1999,Dimitrius Underwood,Dimitrius,Underwood,DE,78,6,6,281,,,4.88,,,4.39,,,,,1,Michigan State,29,29,
12966,1999260,JermaineFazande19992,1999,Jermaine Fazande,Jermaine,Fazande,FB,73,6,1,268,,,4.79,,,4.7,,31.5,107,18,2,Oklahoma,29,60,
13048,1999390,DavidLoverne19993,1999,David Loverne,David,Loverne,OG,75,6,3,292,,,5.19,,,4.43,,25,96,23,3,San Jose State,29,90,
13007,19994124,WaliRainer19994,1999,Wali Rainer,Wali,Rainer,ILB,74,6,2,241,,,4.91,,,4.33,,32,111,26,4,Virginia,29,124,
12896,19995162,JermaineJones19995,1999,Jermaine Jones,Jermaine,Jones,CB,68,5,8,180,,,4.53,,,3.96,,38.5,118,12,5,Northwestern State,29,162,
13003,19996198,JeffKelly19996,1999,Jeff Kelly,Jeff,Kelly,ILB,73,6,1,256,,,4.95,,,4.37,,32,112,16,6,Kansas State,29,198,
12916,1999130,PatrickKerney19991,1999,Patrick Kerney,Patrick,Kerney,DE,78,6,6,266,,,4.72,,,4.42,,31,111,21,1,Virginia,30,30,
13040,1999261,LennieFriedman19992,1999,Lennie Friedman,Lennie,Friedman,OG,75,6,3,301,,,5.36,,,4.51,,29,100,25,2,Duke,30,61,
13174,1999391,TonyGeorge19993,1999,Tony George,Tony,George,SS,71,5,11,198,,,4.61,,,4.24,,36.5,117,15,3,Florida,30,91,
13097,19994125,JayHumphrey19994,1999,Jay Humphrey,Jay,Humphrey,OT,79,6,7,322,,,5.36,,,4.62,,31,106,,4,Texas,30,125,
13063,19996199,AnticoDalton19996,1999,Antico Dalton,Antico,Dalton,OLB,73,6,1,242,,,4.71,,,4.32,,35,117,30,6,Hampton,30,199,
13016,1999131,AlWilson19991,1999,Al Wilson,Al,Wilson,ILB,73,6,1,239,,,4.56,,,4.25,,33,116,17,1,Tennessee,31,31,
12974,1999392,JeffPaulk19993,1999,Jeff Paulk,Jeff,Paulk,FB,73,6,1,242,,,4.69,,,4.44,,35.5,116,27,3,Arizona State,31,92,
12975,19994126,JohndaleCarty19994,1999,Johndale Carty,Johndale,Carty,FS,73,6,1,192,,,4.58,,,4.15,,40,126,12,4,Utah State,31,126,
13206,19995164,EugeneBaker19995,1999,Eugene Baker,Eugene,Baker,WR,73,6,1,167,,,4.46,,,4.03,,36.5,126,,5,Kent State,31,164,
12988,19996200,EricThigpen19996,1999,Eric Thigpen,Eric,Thigpen,FS,73,6,1,198,,,4.72,,,4.26,,35,115,14,6,Iowa,31,200,
13021,19997237,ToddMcClure19997,1999,Todd McClure,Todd,McClure,OC,74,6,2,298,,,5.24,,,4.51,,28,98,29,7,LSU,31,237,
13231,1999393,TravisMcGriff19993,1999,Travis McGriff,Travis,McGriff,WR,68,5,8,185,,,4.53,,,4.13,,35.5,113,,3,Florida,32,93,
13150,19994127,OlandisGary19994,1999,Olandis Gary,Olandis,Gary,RB,73,6,1,216,,,4.71,,,4.13,,34,116,22,4,Georgia,32,127,
13243,19996201,TroySmith19996,1999,Troy Smith,Troy,Smith,WR,73,6,1,194,,,4.64,,,4.24,,35.5,113,,6,East Carolina,32,201,15
13201,19997238,JustinSwift19997,1999,Justin Swift,Justin,Swift,TE,76,6,4,258,,,4.81,,,4.15,,33,111,17,7,Kansas State,32,238,
12946,1999394,CletidusHunt19993,1999,Cletidus Hunt,Cletidus,Hunt,DT,76,6,4,293,,,4.98,,,4.73,,31.5,111,17,3,Kentucky State,33,94,
13178,19994128,DamonMoore19994,1999,Damon Moore,Damon,Moore,SS,71,5,11,209,,,4.6,,,4.22,,35,118,21,4,Ohio State,33,128,
12904,19996202,MelvinBradley19996,1999,Melvin Bradley,Melvin,Bradley,DE,73,6,1,269,,,4.67,,,4.32,,31,111,,6,Arkansas,33,202,
13131,19997239,ChrisGreisen19997,1999,Chris Greisen,Chris,Greisen,QB,75,6,3,223,,,5.09,,,4.33,,30.5,108,,7,Northwest Missouri State,33,239,27
13171,1999395,AmosZereoue19993,1999,Amos Zereoue,Amos,Zereoue,RB,68,5,8,203,,,4.53,,,4.09,,,,,3,West Virginia,34,95,
13102,19994129,EdwinMulitalo19994,1999,Edwin Mulitalo,Edwin,Mulitalo,OT,75,6,3,328,,,5.47,,,4.77,,23.5,92,,4,Arizona,34,129,
13229,19997240,DarnellMcDonald19997,1999,Darnell McDonald,Darnell,McDonald,WR,75,6,3,202,,,4.72,,,4.24,,34,113,,7,Kansas State,34,240,
13209,19994130,NaBrown19994,1999,Na Brown,Na,Brown,WR,73,6,1,184,,,4.56,,,,,40.5,110,,4,North Carolina,35,130,
13239,19996204,ChadPlummer19996,1999,Chad Plummer,Chad,Plummer,WR,75,6,3,233,,,4.57,,,4.18,,33,113,,6,Cincinnati,35,204,
13121,19994131,AaronBrooks19994,1999,Aaron Brooks,Aaron,Brooks,QB,76,6,4,203,,,4.6,,,4.29,,35.5,120,,4,Virginia,36,131,17
13069,19995169,ChrisJones19995,1999,Chris Jones,Chris,Jones,OLB,70,5,10,228,,,4.72,,,4.48,,,,21,5,Clemson,36,169,
12876,19996205,AndreWeathers19996,1999,Andre Weathers,Andre,Weathers,CB,73,6,1,189,,,4.65,,,4.03,,32,119,,6,Michigan,36,205,
12885,19997242,DeeMoronkola19997,1999,Dee Moronkola,Dee,Moronkola,CB,69,5,9,204,,,4.45,,,4.12,,33.5,112,17,7,Washington State,36,242,
12932,19994132,PeppiZellner19994,1999,Peppi Zellner,Peppi,Zellner,DE,77,6,5,246,,,4.72,,,4.49,,35.5,122,20,4,Fort Valley State,37,132,
13041,19997243,KelvinGarmon19997,1999,Kelvin Garmon,Kelvin,Garmon,OG,75,6,3,329,,,5.09,,,4.66,,25,96,23,7,Baylor,37,243,
13117,19997244,JoeWong19997,1999,Joe Wong,Joe,Wong,OT,78,6,6,314,,,5.68,,,4.95,,27,100,22,7,Brigham Young,38,244,
13124,19997245,ScottCovington19997,1999,Scott Covington,Scott,Covington,QB,74,6,2,219,,,4.67,,,4.42,,34,109,,7,Miami (FL),39,245,21
12960,19997246,ChrisWhite19997,1999,Chris White,Chris,White,DT,75,6,3,282,,,5.23,,,4.71,,29,107,25,7,Southern University,40,246,
13232,19997247,RondelMenendez19997,1999,Rondel Menendez,Rondel,Menendez,WR,69,5,9,178,,,4.24,,1.47,3.96,,37,117,,7,Eastern Kentucky,41,247,
12914,19997248,BryceFisher19997,1999,Bryce Fisher,Bryce,Fisher,DE,76,6,4,283,,,5,,,4.34,,31,106,19,7,Air Force,42,248,
12934,19997249,DonaldBroomfield19997,1999,Donald Broomfield,Donald,Broomfield,DT,75,6,3,302,,,5.08,,,4.34,,31,106,24,7,Clemson,43,249,
12928,19997250,CoreyTerry19997,1999,Corey Terry,Corey,Terry,DE,75,6,3,254,,,4.79,,,4.26,,,,,7,Tennessee,44,250,
